Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:04,04:24,09h 20m,640.0,2 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),20:00,04:25,08h 25m,473.0,4 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 1585,Super Express Non AC Seater Air Bus (2+2),20:31,05:36,09h 05m,640.0,13 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 1586,Super Express Non AC Seater Air Bus (2+2),21:31,06:36,09h 05m,640.0,26 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:12,07:36,09h 24m,640.0,22 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,22:32,07:35,09h 03m,627.0,3 Seats available,3.3,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 574,Super Express Non AC Seater Air Bus (2+2),23:00,09:30,10h 30m,469.0,18 Seats available,3.3,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 583,Super Express Non AC Seater Air Bus (2+2),23:30,09:35,10h 05m,469.0,20 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,23:41,09:05,09h 24m,627.0,16 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
MMK Travels,VE A/C Seater / Sleeper (2+1),22:30,07:30,09h 00m,700.0,16 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
SAAM BUS,VE A/C Sleeper (2+1),20:10,06:45,10h 35m,850.0,15 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,09:00,10h 00m,599.0,21 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
AdSam Tourist,NON AC Seater / Sleeper 2+1,22:05,07:05,09h 00m,599.0,29 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
NS Transports,NON A/C Sleeper (2+1),21:45,06:10,08h 25m,799.0,10 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 467,Super Express Non AC Seater Air Bus (2+2),19:55,00:35,04h 40m,309.0,4 Seats available,2.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 564,Super Express Non AC Seater Air Bus (2+2),20:12,00:51,04h 39m,309.0,2 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 46,Swift Deluxe Non AC Air Bus (2+2),20:25,01:01,04h 36m,309.0,4 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30,01:44,05h 14m,383.0,2 Seats available,4.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 827,Super Fast Non AC Seater (2+3),21:00,02:35,05h 35m,269.0,15 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 531,Super Express Non AC Seater Air Bus (2+2),21:15,01:10,03h 55m,309.0,2 Seats available,3.3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 666,Super Fast Non AC Seater (2+3),22:25,04:19,05h 54m,269.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1841,Low Floor AC Seater 2+2,22:30,03:40,05h 10m,383.0,1 Seat available,3.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 582,Super Express Non AC Seater Air Bus (2+2),22:40,03:40,05h 00m,288.0,1 Seat available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1704,Super Fast Non AC Seater (2+3),22:40,03:50,05h 10m,255.0,16 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1011,Super Fast Non AC Seater (2+3),23:00,04:30,05h 30m,261.0,21 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 279,Super Fast Non AC Seater (2+3),23:05,04:40,05h 35m,269.0,22 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 407,Super Express Non AC Seater Air Bus (2+2),23:25,03:55,04h 30m,299.0,1 Seat available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,01:30,04h 30m,500.0,8 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Arjun Holidays,A/C Seater Push Back (2+2),21:50,02:50,05h 00m,749.0,19 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,01:45,03h 30m,800.0,2 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,01:29,02h 59m,800.0,10 Seats available,3.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30,02:35,03h 05m,799.0,10 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 352,Super Fast Non AC Seater (2+3),21:46,03:10,05h 24m,269.0,32 Seats available,4.6,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 2071,Super Express Non AC Seater Air Bus (2+2),22:10,02:30,04h 20m,268.0,15 Seats available,3.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 408,Super Express Non AC Seater Air Bus (2+2),22:30,02:45,04h 15m,299.0,3 Seats available,2.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 697,Super Fast Non AC Seater (2+3),22:34,03:35,05h 01m,231.0,33 Seats available,3.6,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Murahara Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),18:45,23:45,05h 00m,760.0,19 Seats available,4.2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Shajees Motors,A/C Semi Sleeper (2+2),19:30,00:40,05h 10m,600.0,18 Seats available,3.2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Ubc travels,A/C Semi Sleeper (2+2),20:40,01:00,04h 20m,800.0,7 Seats available,3.6,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Holy Maria Travels,A/C Semi Sleeper (2+2),20:50,02:10,05h 20m,700.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kalpaka Travels 1,A/C Sleeper (2+1),20:55,02:30,05h 35m,800.0,6 Seats available,5.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Cochin Express,A/C Sleeper (2+1),21:15,02:30,05h 15m,900.0,3 Seats available,4.4,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
UFO Bus,A/C Sleeper (2+1),21:15,02:45,05h 30m,800.0,2 Seats available,3.8,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Madhavi Travels,A/C Seater (2+2),22:10,03:35,05h 25m,599.0,13 Seats available,3.0,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Madhavi Travels,A/C Sleeper (2+1),22:00,02:45,04h 45m,799.0,3 Seats available,4.8,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:15,02:20,05h 05m,599.0,8 Seats available,4.4,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 2372,Low Floor AC Seater 2+2,19:30,04:10,08h 40m,723.0,4 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 467,Super Express Non AC Seater Air Bus (2+2),19:55,04:55,09h 00m,586.0,4 Seats available,1.6,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 564,Super Express Non AC Seater Air Bus (2+2),20:12,05:10,08h 58m,586.0,1 Seat available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30,06:35,10h 05m,742.0,1 Seat available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 827,Super Fast Non AC Seater (2+3),21:00,08:35,11h 35m,515.0,14 Seats available,2.6,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 531,Super Express Non AC Seater Air Bus (2+2),21:15,05:05,07h 50m,586.0,2 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1880,Low Floor AC Seater 2+2,21:30,07:30,10h 00m,723.0,4 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 44,Swift Deluxe Non AC Air Bus (2+2),21:50,06:45,08h 55m,565.0,3 Seats available,4.6,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 2743,Super Express Non AC Seater Air Bus (2+2),22:20,08:40,10h 20m,565.0,14 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1841,Low Floor AC Seater 2+2,22:30,08:30,10h 00m,742.0,1 Seat available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1200,Super Express Non AC Seater Air Bus (2+2),22:35,08:25,09h 50m,565.0,1 Seat available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 279,Super Fast Non AC Seater (2+3),23:05,09:50,10h 45m,515.0,21 Seats available,2.4,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 1843,Low Floor AC Seater 2+2,23:30,09:35,10h 05m,723.0,4 Seats available,2.5,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
Madhavi Travels,A/C Sleeper (2+1),22:20,06:30,08h 10m,999.0,2 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
A1 Travels,A/C Seater / Sleeper (2+1),20:05,05:30,09h 25m,700.0,13 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,05:45,07h 30m,800.0,2 Seats available,2.1,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:15,07:15,08h 00m,1049.0,2 Seats available,2.1,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,08:00,08h 30m,1000.0,9 Seats available,2.5,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kozhikode to Thiruvananthapuram
KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:04,02:50,07h 46m,548.0,2 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),20:00,02:05,06h 05m,473.0,4 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 1585,Super Express Non AC Seater Air Bus (2+2),20:31,03:41,07h 10m,548.0,20 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 1586,Super Express Non AC Seater Air Bus (2+2),21:31,04:46,07h 15m,548.0,29 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:12,06:01,07h 49m,548.0,28 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,22:32,05:15,06h 43m,524.0,8 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 574,Super Express Non AC Seater Air Bus (2+2),23:00,07:30,08h 30m,377.0,23 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 583,Super Express Non AC Seater Air Bus (2+2),23:30,07:35,08h 05m,377.0,25 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,23:41,07:15,07h 34m,524.0,16 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
DLT BUS,A/C Sleeper (2+1),22:30,05:30,07h 00m,899.0,13 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
MMK Travels,VE A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,700.0,19 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,07:20,08h 20m,599.0,23 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,07:30,08h 30m,599.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
DLT BUS,A/C Sleeper (2+1),22:30,05:20,06h 50m,899.0,14 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bangalore to Kalpetta (kerala)
KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),21:50,04:24,06h 34m,419.0,5 Seats available,3.6,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),22:30,04:25,05h 55m,473.0,7 Seats available,4.0,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 1077,Super Fast Non AC Seater (2+3),22:30,05:50,07h 20m,319.0,35 Seats available,4.4,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 1585,Super Express Non AC Seater Air Bus (2+2),23:36,05:36,06h 00m,419.0,14 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),17:50,23:05,05h 15m,549.0,4 Seats available,4.5,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),18:15,23:30,05h 15m,600.0,18 Seats available,3.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
Suraj Holidays,NON AC Seater / Sleeper 2+1,23:00,06:00,07h 00m,700.0,14 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,05:45,06h 15m,850.0,42 Seats available,3.0,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
A1 Travels,A/C Seater / Sleeper (2+1),23:45,06:30,06h 45m,550.0,13 Seats available,3.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
SKS Tours & Travels,A/C Sleeper (2+1),23:59,05:40,05h 41m,849.0,17 Seats available,3.6,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
NS Transports,NON A/C Sleeper (2+1),00:10,06:10,06h 00m,799.0,10 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),00:30,06:30,06h 00m,699.0,20 Seats available,4.2,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
National travels and logistics,NON A/C Sleeper (2+1),00:40,06:30,05h 50m,799.0,2 Seats available,3.5,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
Sam Tourist,NON AC Seater / Sleeper 2+1,00:45,07:05,06h 20m,599.0,38 Seats available,4.0,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Mysore to Kozhikode
KSRTC (Kerala) - 2372,Low Floor AC Seater 2+2,19:30,22:05,02h 35m,253.0,9 Seats available,1.4,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 467,Super Express Non AC Seater Air Bus (2+2),19:55,22:50,02h 55m,216.0,12 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 564,Super Express Non AC Seater Air Bus (2+2),20:12,22:40,02h 28m,216.0,5 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 46,Swift Deluxe Non AC Air Bus (2+2),20:25,23:00,02h 35m,216.0,6 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30,23:35,03h 05m,253.0,4 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2206,Super Express Non AC Seater Air Bus (2+2),20:34,23:29,02h 55m,216.0,6 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 424,Super Fast Non AC Seater (2+3),20:45,00:30,03h 45m,181.0,27 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 827,Super Fast Non AC Seater (2+3),21:00,00:30,03h 30m,181.0,18 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 815,Super Fast Non AC Seater (2+3),21:10,00:55,03h 45m,181.0,27 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 531,Super Express Non AC Seater Air Bus (2+2),21:15,23:40,02h 25m,216.0,4 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 42,Swift Deluxe Non AC Air Bus (2+2),21:25,00:05,02h 40m,216.0,4 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 1880,Low Floor AC Seater 2+2,21:30,00:35,03h 05m,253.0,12 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 344,Super Fast Non AC Seater (2+3),21:45,01:05,03h 20m,181.0,44 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 44,Swift Deluxe Non AC Air Bus (2+2),21:50,00:40,02h 50m,216.0,3 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 560,Super Express Non AC Seater Air Bus (2+2),22:10,01:15,03h 05m,216.0,17 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
UFO Bus,A/C Sleeper (2+1),19:20,03:35,0-16h 0-45m,800.0,17 Seats available,3.9,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
Arjun Holidays,A/C Seater Push Back (2+2),21:50,01:15,03h 25m,749.0,16 Seats available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
EMERALD TRAVELS,A/C Sleeper (2+1),21:55,00:30,02h 35m,1300.0,22 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
Madhavi Travels,A/C Sleeper (2+1),22:20,01:10,02h 50m,999.0,2 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:15,01:40,02h 25m,899.0,4 Seats available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
KSRTC (Kerala) - 2364,Low Floor AC Seater 2+2,19:00,05:10,10h 10m,723.0,7 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 49,Swift Deluxe Non AC Air Bus (2+2),19:10,04:20,09h 10m,565.0,3 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 425,Super Express Non AC Seater Air Bus (2+2),19:15,04:10,08h 55m,545.0,1 Seat available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 507,Super Express Non AC Seater Air Bus (2+2),20:00,03:35,07h 35m,565.0,3 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 2894,Low Floor AC Seater 2+2,20:01,06:26,10h 25m,822.0,7 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 528,Super Express Non AC Seater Air Bus (2+2),20:45,04:40,07h 55m,586.0,7 Seats available,3.5,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 1855,Low Floor AC Seater 2+2,21:00,07:00,10h 00m,723.0,1 Seat available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 1124,Super Express Non AC Seater Air Bus (2+2),21:01,05:45,08h 44m,586.0,7 Seats available,2.4,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 45,Swift Deluxe Non AC Air Bus (2+2),21:10,06:13,09h 03m,565.0,5 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 1858,Low Floor AC Seater 2+2,22:00,07:50,09h 50m,742.0,6 Seats available,2.4,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 325,Super Fast Non AC Seater (2+3),22:05,08:35,10h 30m,515.0,29 Seats available,4.1,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 2026,Super Express Non AC Seater Air Bus (2+2),22:35,08:02,09h 27m,565.0,12 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 2366,Low Floor AC Seater 2+2,23:00,09:15,10h 15m,723.0,6 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
KSRTC (Kerala) - 500,Super Express Non AC Seater Air Bus (2+2),23:45,07:25,07h 40m,586.0,9 Seats available,3.0,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
BLM Transports,A/C Sleeper (2+1),20:15,05:00,08h 45m,1112.0,6 Seats available,4.4,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
Madhavi Travels,A/C Sleeper (2+1),19:50,04:30,08h 40m,999.0,2 Seats available,4.4,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:30,05:00,08h 30m,700.0,5 Seats available,2.5,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),18:01,05:00,10h 59m,1000.0,6 Seats available,2.8,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
